id,SalePrice
1461,120735.19375016254
1462,159635.8290217668
1463,171709.977475676
1464,189131.72854731715
1465,183877.7971410592
1466,167823.07036539636
1467,183548.01025143973
1468,159201.39876439428
1469,211657.1616413879
1470,112606.07634132323
1471,201959.8742212435
1472,95628.04484270321
1473,93660.99465192322
1474,139817.66095648202
1475,106766.3514135841
1476,325497.9749569934
1477,231760.6615753951
1478,310274.15814917575
1479,289047.38669918774
1480,491258.91400729923
1481,296722.080787658
1482,202999.03828979365
1483,182005.3851780402
1484,154046.23405845038
1485,196443.8620920918
1486,201506.28124071207
1487,285232.5989951263
1488,240304.0033369565
1489,181665.60354807167
1490,238521.33738456242
1491,194942.4408118123
1492,100830.85965007498
1493,205533.45616971105
1494,279151.38928777934
1495,257912.54588427572
1496,222532.9285602762
1497,186001.1625591424
1498,147155.74692520493
1499,154957.523434508
1500,147093.01856581186
1501,183890.32660803615
1502,137670.0654355796
1503,286981.5212037824
1504,225877.40605149363
1505,215223.06090244144
1506,191008.71494819634
1507,231229.57508785417
1508,187359.1079237941
1509,155721.755551901
1510,133623.62306901018
1511,137517.1211651834
1512,179711.92415505208
1513,139746.34161489134
1514,158850.340165027
1515,181988.34320025292
1516,148155.5447371014
1517,172697.56732273905
1518,127468.85543585292
1519,216461.90191866306
1520,122905.75989705238
1521,119597.92929845965
1522,187997.23388776425
1523,105190.246006551
1524,131088.15052960187
1525,116344.45469856352
1526,118948.73129045217
1527,97750.89283800538
1528,146365.914600624
1529,133871.1669633506
1530,191245.44433776455
1531,142129.6527999349
1532,103085.17060254137
1533,150747.8281732993
1534,108993.14410906799
1535,150837.4525608115
1536,116501.91010880207
1537,65368.45145466797
1538,183683.42263158382
1539,190972.7162661769
1540,95546.88566845836
1541,149617.51254048586
1542,133721.80175518815
1543,184106.67149965547
1544,85769.98830184122
1545,121285.41884574274
1546,122236.1122401461
1547,133161.40595912456
1548,128815.37186483968
1549,102985.64076025767
1550,123032.89034556608
1551,125448.1079772276
1552,150760.6495658838
1553,153587.5313758542
1554,117831.13852692055
1555,168454.6532745249
1556,84413.85353908458
1557,94271.19591932668
1558,88819.92218014954
1559,86494.88226037234
1560,127287.22695482927
1561,123583.8700089602
1562,121125.88336135478
1563,115234.26213293285
1564,159741.8735732697
1565,139878.76096185396
1566,263362.8386000225
1567,73615.64947315323
1568,209266.14797640304
1569,113566.82223406313
1570,136902.10982883483
1571,121079.35265918722
1572,147669.87593061567
1573,240464.30095235666
1574,117317.44924389095
1575,242646.15232624538
1576,278473.0953742321
1577,177136.41840669216
1578,134272.24055637972
1579,142893.240508043
1580,192794.74493017475
1581,165986.40281191954
1582,116479.47339396994
1583,304556.392437163
1584,219605.01565584264
1585,134241.24181810796
1586,65569.04594251722
1587,102625.22740708795
1588,148716.06911783013
1589,96893.79739587686
1590,141177.1057180122
1591,93134.58109394742
1592,114667.0404386679
1593,126957.5247725308
1594,137176.7186672972
1595,99371.22581970668
1596,205658.30651365395
1597,169105.52327559236
1598,201393.60466348863
1599,171180.27272109047
1600,165209.59191883437
1601,53284.81914135634
1602,109123.53059700824
1603,99917.97956403426
1604,245489.48203010132
1605,258150.2895076938
1606,179001.6186525903
1607,169254.72069067572
1608,220613.45787601545
