id,SalePrice
1461,1802104.3484364694
1462,2431882.515937066
1463,2621633.418026714
1464,2663231.662045337
1465,2735428.297995449
1466,2369557.409742193
1467,2584964.897945281
1468,2291064.8530320004
1469,2687199.976560864
1470,1775896.263977632
1471,2628744.076891033
1472,1492772.5525286472
1473,1523765.0820674847
1474,1940436.2982064232
1475,1763458.2228941938
1476,5426993.97787716
1477,3790762.961455423
1478,4223585.051138911
1479,4173626.1592068453
1480,7775027.6277036965
1481,4698111.386886561
1482,3111385.6820945744
1483,2770684.0399278635
1484,2460346.816618842
1485,2646290.552365198
1486,2823000.063744939
1487,4938214.088736323
1488,3444454.7530469173
1489,3042550.50843635
1490,3679347.760991726
1491,3006532.030082364
1492,1342920.6721764584
1493,2326931.486720041
1494,4239617.7720196685
1495,4195477.743368422
1496,3398864.031991306
1497,2653352.5174990813
1498,2511051.7513325303
1499,2326817.06014346
1500,2213898.792562365
1501,2484627.178580538
1502,2178723.7618150166
1503,4654002.661104528
1504,3517066.093879105
1505,3270834.0528437747
1506,2801597.5618612706
1507,3762439.9414876797
1508,3097912.399485184
1509,2362946.143822032
1510,2175031.9249311457
1511,2312651.988057045
1512,2510594.6957236584
1513,1800232.2951280784
1514,2706809.1794681726
1515,2611470.2895884155
1516,2025123.5137254966
1517,2509856.777526107
1518,1898655.7780845084
1519,3192369.819639899
1520,2038058.7575421275
1521,2103619.9584371625
1522,2324856.529126033
1523,1703496.114422231
1524,1804833.4133761246
1525,1964595.024659064
1526,1841903.299061827
1527,1411689.4787111066
1528,2150607.7689343495
1529,2105334.9385461495
1530,2597874.9808677016
1531,1679441.2589316734
1532,1255454.704822909
1533,2031192.0572794368
1534,1798234.6369581847
1535,2282514.834092998
1536,1690891.1385606164
1537,870575.5401342242
1538,2263947.6713401093
1539,2418478.288921576
1540,1388027.659701133
1541,2182323.6765592024
1542,2319588.5596368597
1543,3205940.7777846768
1544,1298702.184002841
1545,1900325.772045418
1546,1870511.0424483926
1547,1955831.7930023228
1548,1934317.4237092366
1549,1844021.179718589
1550,2016558.620286123
1551,1688487.4919320254
1552,2056815.562900788
1553,2121608.164243537
1554,1859127.289717534
1555,2353990.8035910986
1556,583034937.6672344
1557,1750697.323016286
1558,1748884.551017475
1559,785584.8608809902
1560,1851495.9687197928
1561,2028868.280495046
1562,1899887.3320561915
1563,1719135.5138048828
1564,2406530.84672418
1565,1997526.1859870288
1566,3711344.941890799
1567,1040038.1408545296
1568,3751324.2966179852
1569,1912194.7870571227
1570,1872483.5127929188
1571,1520032.587150726
1572,2235215.025916425
1573,3653774.132314953
1574,1500667.8982384573
1575,3811037.1507077212
1576,3099901.9521670714
1577,2540790.6753836465
1578,2112761.585280697
1579,2325842.5898620826
1580,2844031.308722577
1581,2365523.0693490608
1582,1735969.0907671582
1583,4287531.625908636
1584,3116490.808257887
1585,2191373.717322249
1586,1229162.6189950486
1587,1452892.8877594306
1588,2253522.4714053636
1589,1218480.5915319533
1590,1910831.6797488574
1591,1411775.9119351658
1592,1726245.0051057667
1593,1899351.3577084127
1594,2364421.7206175486
1595,1594055.2718463452
1596,3707765.255898681
1597,2963892.68995974
1598,3128406.1008168845
1599,2555034.6301424424
1600,2396820.7254277566
1601,1029922.0730527202
1602,2046009.2490523546
1603,1056838.2872822636
1604,3487008.8620417346
1605,3342283.9206040823
1606,2242763.14698427
1607,2653134.0046793018
1608,3033023.710738238
1609,2855099.0414970084
1610,2092267.0327388316
1611,1845151.8043085614
1612,2567265.890002556
1613,2289545.3069978985
1614,1710800.944926578
1615,1227737.4260527394
1616,1133334.1883861553
1617,1289748.0575988686
1618,1877884.40660732
1619,2075222.3045413767
1620,2163512.7586879656
1621,2001508.8288744804
1622,2032354.3707881065
1623,3619596.8213220187
1624,3085543.5964761022
1625,2029389.9841697873
1626,2483735.0986497435
1627,2729044.3290388784
1628,4134722.1108009354
1629,2232293.0411347453
1630,5122495.435895702
1631,3238518.1081870776
1632,3488043.098514773
1633,2301301.652515539
1634,2563982.115623838
1635,2535781.8874124796
1636,2068158.06157901
1637,2728526.2470909334
1638,2663308.4956546603
1639,2467819.7838437897
1640,3658554.580668234
1641,2252295.1697410983
1642,3424305.2592892284
1643,3483711.593095226
1644,3528016.4852998434
1645,3152754.3111355617
1646,2394655.4252112443
1647,2346855.704683619
1648,1947971.6699133182
1649,2293964.1243183087
1650,1682505.9685475503
1651,1777808.999239879
1652,1553406.5160185134
1653,1582544.7141425754
1654,1997951.1427849815
1655,1923459.863045245
1656,2010392.7575031617
1657,2045397.8089048848
1658,2072348.5729757706
1659,1792738.203520807
1660,2072822.8581933996
1661,6791030.784401753
1662,6307740.752801571
1663,5551482.327113975
1664,8531961.15765021
1665,4356856.5270031905
1666,5034922.578246775
1667,5599745.551070066
1668,4565080.772386231
1669,4425632.456936119
1670,5130352.720920308
1671,4047003.460288078
1672,6932000.848498378
1673,4333389.204313416
1674,3390600.671080719
1675,2898631.976032984
1676,2804473.608284703
1677,3348716.9094150118
1678,7415422.061569724
1679,5980303.955880314
1680,4944085.541660425
1681,3594330.141778384
1682,4693012.237533195
1683,2598000.787816145
1684,2487863.9558639014
1685,2539063.15275021
1686,2530396.6293770275
1687,2459356.757795227
1688,2746278.819425166
1689,2874683.06395136
1690,2918124.821841416
1691,2744171.701001265
1692,3507464.5903490274
1693,2345785.460224153
1694,2558934.490921459
1695,2242172.7474503918
1696,3999990.4665738577
1697,2254540.514936923
1698,5362552.9907217
1699,4089937.3585690493
1700,3683047.624901035
1701,4115748.7566653965
1702,3772587.276562563
1703,3705155.010382858
1704,4183049.8616266754
1705,3629587.0374458884
1706,5543480.676714761
1707,3028068.375944245
1708,3008707.978792032
1709,3916003.9813250154
1710,3125020.4825616856
1711,4008482.4703001063
1712,3925305.1714284257
1713,3890966.4067385686
1714,3395314.165851226
1715,3177617.4409291022
1716,2885133.34612515
1717,2700562.3884519017
1718,2115508.1633862583
1719,3155222.590274442
1720,3364543.827164629
1721,2388058.7243313845
1722,1854255.0799102492
1723,2181536.4444164094
1724,2957034.5929863253
1725,3503363.886075487
1726,2679312.565082247
1727,2308101.567884525
1728,2427132.1950302324
1729,2558702.110778999
1730,2216819.3082028343
1731,1715890.0596747845
1732,1811971.2689109496
1733,1700143.9279190453
1734,1892298.9098965076
1735,1945914.3649852676
1736,1514025.664811778
1737,5182486.992270958
1738,3692174.408199753
1739,3471593.708429579
1740,3232570.488988674
1741,2818739.437884561
1742,2412970.1905101547
1743,2486367.4305392597
1744,4965950.79782164
1745,3574198.691656734
1746,2267447.0716014164
1747,2784015.6046415837
1748,3130195.375914476
1749,2040076.9330299718
1750,1979319.1187967272
1751,3545307.824475074
1752,1757342.136888501
1753,2160724.615278737
1754,2863175.0829247585
1755,2575930.0876729116
1756,1843772.999976935
1757,1821064.8272267587
1758,1859402.9920375007
1759,2020016.6442225473
1760,2229041.943660285
1761,2149257.049881612
1762,2584206.3500810754
1763,2432814.704733505
1764,1755058.6650581881
1765,2285913.770668532
1766,2852801.363389817
1767,3471343.3730479246
1768,2060600.374417563
1769,2637747.1216686373
1770,2319498.7435959633
1771,1775757.7444995746
1772,2054926.269149693
1773,1740030.215973859
1774,2052472.7071573427
1775,2085656.62161511
1776,1854816.2270213033
1777,1691063.215485608
1778,2125809.9488459644
1779,1787812.5835957886
1780,2597417.8316998496
1781,1871611.8353231773
1782,1225183.756353869
1783,2002382.8902478993
1784,1465527.0700349822
1785,1762040.2431396458
1786,1689165.667111242
1787,2250710.914463667
1788,831115.6482676069
1789,1329041.8278319805
1790,1426671.9746637144
1791,2816837.0155364615
1792,2552244.526402412
1793,2164936.20339754
1794,2333740.741850919
1795,2118289.2514907573
1796,1633261.3643318685
1797,1570396.8130191287
1798,1827265.2397333765
1799,1652922.404435538
1800,1712190.9454415778
1801,1871252.9628065252
1802,1741704.2452371616
1803,2018402.1863208716
1804,2226726.0415298804
1805,2071409.4205379095
