Id,SalePrice
1461,119418.74780263117
1462,154515.05897119016
1463,195171.90569487136
1464,193566.08298831206
1465,186825.91011722034
1466,177512.40040131897
1467,164908.16064540323
1468,166986.1894219953
1469,189696.46424011423
1470,128922.7012894888
1471,192178.55706620705
1472,100737.72399690127
1473,100743.30770743144
1474,149493.34744125238
1475,106911.26531910544
1476,342672.94405059837
1477,248190.40520516736
1478,263988.77331097366
1479,281099.28226675984
1480,531941.0864639394
1481,337544.60364618426
1482,208629.4702025005
1483,172844.3918972437
1484,149914.7560789648
1485,185513.30064294045
1486,190023.0425427912
1487,337414.8535129341
1488,248732.27004995165
1489,194742.1773138145
1490,254462.66202349914
1491,190502.92041955865
1492,96532.69407827147
1493,175494.45765109395
1494,261563.02061369678
1495,274918.88876750227
1496,235640.18631477273
1497,245439.17277430478
1498,167726.52712322155
1499,160820.0611253393
1500,171051.80056994266
1501,186272.0603790636
1502,150793.27101822873
1503,240474.00734672335
1504,251860.71118964805
1505,222037.7974573737
1506,200370.14335022823
1507,268626.25704794645
1508,206324.83060249305
1509,156295.58981699505
1510,148929.71570991073
1511,155213.11053501195
1512,179074.79338986412
1513,163873.35545280355
1514,153010.87536316918
1515,194631.12177891817
1516,141916.71860828338
1517,173323.98422260644
1518,130089.79010852368
1519,205976.69275600195
1520,133701.89954407376
1521,140282.06513241486
1522,187780.96907698797
1523,120020.95495082294
1524,124557.00925194145
1525,119782.46013399078
1526,108093.37292107451
1527,121903.099955907
1528,136554.02628399766
1529,148618.43767723365
1530,177505.68334224485
1531,97025.06646792922
1532,91599.88969439917
1533,138358.13380307765
1534,117990.69129946045
1535,135431.04486926456
1536,98802.61174557854
1537,72230.00499016758
1538,128542.11120653062
1539,190406.336379262
1540,97231.04230774895
1541,129074.74215174235
1542,147077.9077285076
1543,171046.85255507013
1544,90105.57990468672
1545,102556.8749483152
1546,128657.07843666425
1547,123124.82240636687
1548,126446.26619102004
1549,116987.387127196
1550,138459.41296925154
1551,104292.20348071615
1552,151862.76182843663
1553,149954.7667761906
1554,118243.17259813714
1555,175531.4094258752
1556,72937.13271299152
1557,104969.4010553322
1558,97517.35163337912
1559,77904.05654381725
1560,135899.32637048836
1561,110219.6344827725
1562,122358.71457616193
1563,128046.57678178014
1564,170891.27511078355
1565,151457.98102366968
1566,252924.01476811105
1567,88726.30062970852
1568,241297.57575647125
1569,149468.20668515557
1570,121117.05207916832
1571,125032.79106391572
1572,137441.0441329613
1573,222720.8491860106
1574,124897.31842176487
1575,241770.04576199417
1576,236807.8377634786
1577,176307.77773036712
1578,136330.49123980122
1579,151512.8807449602
1580,189238.86414393515
1581,166196.42910040772
1582,118991.43992930351
1583,316614.5425661067
1584,230353.80105556833
1585,132767.32713950562
1586,66570.41470619838
1587,100734.21916087045
1588,154438.87243691797
1589,99463.52242604729
1590,124113.42046221154
1591,102850.66055557822
1592,121596.65656041623
1593,116111.71665969276
1594,110493.38678386415
1595,95034.73848187407
1596,224341.38072610446
1597,198287.16390561318
1598,218390.18890033217
1599,166537.39253678295
1600,163928.7012068004
1601,72778.24205041595
1602,110543.17259104733
1603,62739.628099367415
1604,316687.07630475145
1605,237940.98456037854
1606,156532.93727782925
1607,154859.8217533316
1608,209982.21134687992
1609,167146.33175732355
1610,158658.29708659888
1611,140376.4041365491
1612,174039.76769805016
1613,177707.40322379488
1614,122398.32991120328
1615,96485.6017121577
1616,92948.46450042033
1617,87423.99259609729
1618,120612.68744707255
1619,127633.73974536403
1620,169000.9404976068
1621,136169.583048683
1622,135385.95205381585
1623,262840.00043195457
1624,212599.80692807783
1625,115432.03163786599
1626,166990.1470303003
1627,196258.6902828625
1628,278869.65544254635
1629,176240.96327346098
1630,373246.7793792756
1631,227884.39243395714
1632,251908.01404690536
1633,176262.81928193994
1634,195039.54603477858
1635,174522.7739371028
1636,147678.33566495663
1637,223256.9522869124
1638,159935.35663795014
1639,183534.09964223407
1640,221317.3632791912
1641,184995.52371777082
1642,249395.38148974904
1643,213706.14765435725
1644,242382.55631098678
1645,224075.418912918
1646,150155.44493668346
1647,152737.62847812191
1648,136762.33343656818
1649,132368.15098907117
1650,111118.73105612316
1651,128120.12820287822
1652,101007.94429216268
1653,100410.25118355901
1654,149507.56033030784
1655,129896.55559419637
1656,147208.6065918126
1657,152874.35174088075
1658,152778.63543543077
1659,108255.97147053962
1660,148418.4398005969
1661,436276.4148732593
1662,398724.0831436247
1663,368329.6926632423
1664,530032.7089780486
1665,297687.00689397345
1666,336812.18721487746
1667,399345.2640064527
1668,341337.8639733924
1669,287515.2636252048
1670,330801.8073675725
1671,260439.67433981196
1672,456316.5014392905
1673,299858.9279482378
1674,251217.21335754765
1675,196306.93343787172
1676,196233.41577506048
1677,212466.83333452733
1678,457641.04711497383
1679,422173.8319286452
1680,321841.87910945265
1681,229973.37573197696
1682,312704.8281251915
1683,187286.32800240634
1684,167738.82065732314
1685,174979.89344391949
1686,162427.26839717227
1687,168053.21574396445
1688,180592.62489886343
1689,189196.4339526735
1690,191914.9740854982
1691,178332.13839991673
1692,257663.27263400087
1693,161962.16930700178
1694,182437.40489210718
1695,163535.24229540542
1696,260602.20984570988
1697,164491.1099442382
1698,340060.774432516
1699,290141.56387824676
1700,240525.88225872422
1701,258783.0655777555
1702,241371.0201519758
1703,233340.690483236
1704,283835.0564557029
1705,237338.51536895262
1706,472929.77814898494
1707,197946.17524569217
1708,192512.67989786755
1709,245111.81941596695
1710,220907.90316668624
1711,278177.232424833
1712,251845.45210025462
1713,270944.18850440526
1714,214990.70443793695
1715,207802.6118741614
1716,168058.39851117323
1717,166412.15203442512
1718,127159.52456486187
1719,207644.58678052106
1720,233536.72007365408
1721,154762.97234479937
1722,119919.59210829878
1723,159795.0431289468
1724,196604.27831634643
1725,242745.3452419731
1726,187730.4389255522
1727,156517.93337463943
1728,166977.1296262086
1729,160563.01984763052
1730,136887.76166554866
1731,119890.22992684234
1732,126513.60575373546
1733,115675.22954968415
1734,134189.63535022407
1735,127271.63776072969
1736,110115.63636622463
1737,317570.4348851752
1738,233133.08862077454
1739,241941.83595869268
1740,235355.4301643202
1741,189883.13013973038
1742,191921.04320171016
1743,169496.34467817697
1744,336140.74972524034
1745,200838.37046121043
1746,225154.40900616758
1747,216434.96050512235
1748,213573.78170858644
1749,148091.7032515508
1750,117454.14179900776
1751,236962.07086544455
1752,111223.33996132364
1753,161063.50841908468
1754,192804.2453435145
1755,176705.2802632059
1756,123639.59616798128
1757,111079.40364298005
1758,156416.06622833502
1759,161044.80190720086
1760,164994.98990927526
1761,156262.04059028215
1762,188655.811613418
1763,174130.4490270235
1764,117281.88733195364
1765,184057.6656400261
1766,198628.21976844646
1767,257951.31696423714
1768,136618.07246974268
1769,153414.65741295659
1770,147352.74373308872
1771,118185.59373254857
1772,147067.80485735304
1773,132656.40242084215
1774,148825.32888433314
1775,131926.41551572116
1776,125820.29994109966
1777,104433.84029793437
1778,145599.73396245236
1779,126183.72493657483
1780,149237.64536233497
1781,123137.51988596786
1782,104378.84605993348
1783,142289.74828771508
1784,134021.1638118035
1785,118988.30152865933
1786,156408.0951447727
1787,166311.72910944774
1788,73762.64742519926
1789,90954.99071711523
1790,89135.48031344335
1791,204730.78155587282
1792,157982.05414537448
1793,118194.98006463476
1794,146894.1909840678
1795,128452.53086288497
1796,117377.37017170865
1797,109837.58193598039
1798,119227.46550114792
1799,104447.36096242677
1800,130638.4217796503
1801,128424.52647314685
1802,125986.71075946854
1803,151029.00680529795
1804,131515.60975437565
1805,125409.94323441801
1806,119801.62950822423
1807,143120.67759796375
1808,120714.53754735427
1809,129341.36182427018
1810,140421.36330435032
